"_raw",CharCount
"உடையர் எனப்படுவது ஊக்கம் அஃதில்லார்
உடையது உடையரோ மற்று ⁠591",32
"சிறப்பறிய ஒற்றின்கண் செய்யற்க செய்யின்
புறப்படுத்தான் ஆகும் மறை ⁠590",34
"ஒற்றெற் றுணராமை ஆள்க உடன்மூவர்
சொற்றொக்க தேறப் படும் ⁠589",28
"ஒற்றொற்றித் தந்த பொருளையும் மற்றுமோர்
ஒற்றினால் ஒற்றிக் கொளல் ⁠588",31
"மறைந்தவை கேட்கவற் றாகி அறிந்தவை
ஐயப்பாடு இல்லதே ஒற்று ⁠587",29
"துறந்தார் படிவத்த ராகி இறந்தாராய்ந்து
என்செயினும் சோர்விலது ஒற்று ⁠586",34
"கடாஅ உருவொடு கண்ணஞ்சாது யாண்டும்
உகாஅமை வல்லதே ஒற்று ⁠585",28
"வினைசெய்வார் தம்சுற்றம் வேண்டாதார் என்றாங்கு
அனைவரையும் ஆராய்வது ஒற்று ⁠584",36
"ஒற்றினான் ஒற்றிப் பொருள்தெரியா மன்னவன்
கொற்றங் கொளக்கிடந்தது இல் ⁠583",34
"எல்லார்க்கும் எல்லாம் நிகழ்பவை எஞ்ஞான்றும்
வல்லறிதல் வேந்தன் தொழில் ⁠582",35
"ஒற்றும் உரைசான்ற நூலும் இவையிரண்டும்
தெற்றென்க மன்னவன் கண் ⁠581",31
"பெயக்கண்டும் நஞ்சுண் டமைவர் நயத்தக்க
நாகரிகம் வேண்டு பவர் ⁠580",32
"ஒறுத்தாற்றும் பண்பினார் கண்ணும்கண் ணோடிப்
பொறுத்தாற்றும் பண்பே தலை ⁠579",33
"கருமம் சிதையாமல் கண்ணோட வல்லார்க்கு
உரிமை உடைத்திவ் வுலகு ⁠578",30
"கண்ணோட்டம் இல்லவர் கண்ணிலர் கண்ணுடையார்
கண்ணோட்டம் இன்மையும் இல் ⁠577",35
"மண்ணோ டியைந்த மரத்தனையர் கண்ணோ
டியைந்துகண் ணோடா தவர் ⁠576",28
"கண்ணிற்கு அணிகலம் கண்ணோட்டம் அஃதின்றேல்
புண்ணென்று உணரப் படும் ⁠575",34
"உளபோல் முகத்தெவன் செய்யும் அளவினால்
கண்ணோட்டம் இல்லாத கண் ⁠574",31
"பண்என்னாம் பாடற்கு இயைபின்றேல் கண்என்னாம்
கண்ணோட்டம் இல்லாத கண் ⁠573",34
"கண்ணோட்டத் துள்ளது உலகியல் அஃதிலார்
உண்மை நிலக்குப் பொறை ⁠572",30
"கண்ணோட்டம் என்னும் கழிபெருங் காரிகை
உண்மையான் உண்டிவ் வுலகு ⁠571",30
"கல்லார்ப் பிணிக்கும் கடுங்கோல் அதுவல்லது
இல்லை நிலக்குப் பொறை ⁠570",31
"செருவந்த போழ்திற் சிறைசெய்யா வேந்தன்
வெருவந்து வெய்து கெடும் ⁠569",29
"இனத்தாற்றி எண்ணாத வேந்தன் சினத்தாற்றிச்
சீறிற் சிறுகும் திரு ⁠568",30
"கடுமொழியும் கையிகந்த தண்டமும் வேந்தன்
அடுமுரண் தேய்க்கும் அரம் ⁠567",33
"கடுஞ்சொல்லன் கண்ணிலன் ஆயின் நெடுஞ்செல்வம்
நீடின்றி ஆங்கே கெடும் ⁠566",32
"அருஞ்செவ்வி இன்னா முகத்தான் பெருஞ்செல்வம்
பேஎய்கண் டன்னது உடைத்து ⁠565",34
"இறைகடியன் என்றுரைக்கும் இன்னாச்சொல் வேந்தன்
உறைகடுகி ஒல்லைக் கெடும் ⁠564",35
"வெருவந்த செய்தொழுகும் வெங்கோல னாயின்
ஒருவந்தம் ஒல்லைக் கெடும் ⁠563",31
"கடிதோச்சி மெல்ல எறிக நெடிதாக்கம்
நீங்காமை வேண்டு பவர் ⁠562",27
"தக்காங்கு நாடித் தலைச்செல்லா வண்ணத்தால்
ஒத்தாங்கு ஒறுப்பது வேந்து ⁠561",33
"ஆபயன் குன்றும் அறுதொழிலோர் நூல்மறப்பர்
காவலன் காவான் எனின் ⁠560",31
"முறைகோடி மன்னவன் செய்யின் உறைகோடி
ஒல்லாது வானம் பெயல் ⁠559",27
"இன்மையின் இன்னாது உடைமை முறைசெய்யா
மன்னவன் கோற்கீழ்ப் படின் ⁠558",30
"துளியின்மை ஞாலத்திற்கு எற்றற்றே வேந்தன்
அளியின்மை வாழும் உயிர்க்கு ⁠557",33
"மன்னர்க்கு மன்னுதல் செங்கோன்மை அஃதின்றேல்
மன்னாவாம் மன்னர்க் கொளி ⁠556",34
"அல்லற்பட்டு ஆற்றாது அழுதகண் ணீரன்றே
செல்வத்தைத் தேய்க்கும் படை ⁠555",33
"கூழுங் குடியும் ஒருங்கிழக்கும் கோல்கோடிச்
சூழாது செய்யும் அரசு ⁠554",30
"நாடொறும் நாடி முறைசெய்யா மன்னவன்
நாடொறும் நாடு கெடும் ⁠553",25
"வேலொடு நின்றான் இடுவென் றதுபோலும்
கோலொடு நின்றான் இரவு ⁠552",26
"கொடுங்கோன்மை
கொலைமேற்கொண் டாரிற் கொடிதே அலைமேற்கொண்டு
அல்லவை செய்தொழுகும் வேந்து ⁠551",38
"கொலையிற் கொடியாரை வேந்தொறுத்தல் பைங்கூழ்
களைகட் டதனொடு நேர் ⁠550",29
"குடிபுறங் காத்தோம்பிக் குற்றம் கடிதல்
வடுவன்று வேந்தன் தொழில் ⁠549",31
"எண்பதத்தான் ஓரா முறைசெய்யா மன்னவன்
தண்பதத்தான் தானே கெடும் ⁠548",31
"இறைகாக்கும் வையகம் எல்லாம் அவனை
முறைகாக்கும் முட்டாச் செயின் ⁠547",30
"வேலன்று வென்றி தருவது மன்னவன்
கோலதூஉங் கோடா தெனின் ⁠546",26
"இயல்புளிக் கோலோச்சும் மன்னவன் நாட்ட
பெயலும் விளையுளும் தொக்கு ⁠545",31
"குடிதழீஇக் கோலோச்சும் மாநில மன்னன்
அடிதழீஇ நிற்கும் உலகு ⁠544",30
"அந்தணர் நூற்கும் அறத்திற்கும் ஆதியாய்
நின்றது மன்னவன் கோல் ⁠543",31
"வானோக்கி வாழும் உலகெல்லாம் மன்னவன்
கோல்நோக்கி வாழுங் குடி ⁠542",28
"ஓர்ந்துகண் ணோடாது இறைபுரிந்து யார்மாட்டும்
தேர்ந்துசெய் வஃதே முறை ⁠541",32
"உள்ளியது எய்தல் எளிதுமன் மற்றுந்தான்
உள்ளியது உள்ளப் பெறின் ⁠540",32
"இகழ்ச்சியின் கெட்டாரை உள்ளுக தாந்தம்
மகிழ்ச்சியின் மைந்துறும் போழ்து ⁠539",34
"புகழ்ந்தவை போற்றிச் செயல்வேண்டும் செய்யாது
இகழ்ந்தார்க்கு எழுமையும் இல் ⁠538",36
"அரியஎன்று ஆகாத இல்லைபொச் சாவாக்
கருவியால் போற்றிச் செயின் ⁠537",29
"இழுக்காமை யார்மாட்டும் என்றும் வழுக்காமை
வாயின் அதுவொப்பது இல் ⁠536",31
"முன்னுறக் காவாது இழுக்கியான் தன்பிழை
பின்னூறு இரங்கி விடும் ⁠535",29
"அச்ச முடையார்க்கு அரணில்லை ஆங்கில்லை
பொச்சாப் புடையார்க்கு நன்கு ⁠534",32
"பொச்சாப்பார்க் கில்லை புகழ்மை அதுஉலகத்து
எப்பால்நூ லோர்க்கும் துணிவு ⁠533",34
"பொச்சாப்புக் கொல்லும் புகழை அறிவினை
நிச்ச நிரப்புக்கொன் றாங்கு ⁠532",30
"இறந்த வெகுளியின் தீதே சிறந்த
உவகை மகிழ்ச்சியிற் சோர்வு ⁠531",28
"உழைப்பிரிந்து காரணத்தின் வந்தானை வேந்தன்
இழைத்திருந்து எண்ணிக் கொளல் ⁠530",35
"தமராகிக் தற்றுறந்தார் சுற்றம் அமராமைக்
காரணம் இன்றி வரும் ⁠529",31
"பொதுநோக்கான் வேந்தன் வரிசையா நோக்கின்
அதுநோக்கி வாழ்வார் பலர் ⁠528",30
"காக்கை கரவா கரைந்துண்ணும் ஆக்கமும்
அன்னநீ ரார்க்கே உள ⁠527",28
"பெருங்கொடையான் பேணான் வெகுளி அவனின்
மருங்குடையார் மாநிலத்து இல் ⁠526",31
"கொடுத்தலும் இன்சொலும் ஆற்றின் அடுக்கிய
சுற்றத்தால் சுற்றப் படும் ⁠525",33
"சுற்றத்தால் சுற்றப் படஒழுகல் செல்வந்தான்
பெற்றத்தால் பெற்ற பயன் ⁠524",34
"அளவளா வில்லாதான் வாழ்க்கை குளவளாக்
கோடின்றி நீர்நிறைந் தற்று ⁠523",30
"விருப்பறாச் சுற்றம் இயையின் அருப்பறா
ஆக்கம் பலவும் தரும் ⁠522",30
"பற்றற்ற கண்ணும் பழைமைபா ராட்டுதல்
சுற்றத்தார் கண்ணே உள ⁠521",29
"நாடோறும் நாடுக மன்னன் வினைசெய்வான்
கோடாமை கோடா துலகு ⁠520",25
"வினைக்கண் வினையுடையான் கேண்மைவே றாக
நினைப்பானை நீங்கும் திரு ⁠519",28
"வினைக்குரிமை நாடிய பின்றை அவனை
அதற்குரிய னாகச் செயல் ⁠518",27
"இதனை இதனால் இவன்முடிக்கும் என்றாய்ந்து
அதனை அவன்கண் விடல் ⁠517",32
"செய்வானை நாடி வினைநாடிக் காலத்தோடு
எய்த உணர்ந்து செயல் ⁠516",27
"அறிந்தாற்றிச் செய்கிற்பாற்கு அல்லால் வினைதான்
சிறந்தானென்று ஏவற்பாற் றன்று ⁠515",37
"எனைவகையான் தேறியக் கண்ணும் வினைவகையான்
வேறாகும் மாந்தர் பலர் ⁠514",31
"அன்பறிவு தேற்றம் அவாவின்மை இந்நான்கும்
நன்குடையான் கட்டே தெளிவு ⁠513",32
"வாரி பெருக்கி வளம்படுத்து உற்றவை
ஆராய்வான் செய்க வினை ⁠512",27
"நன்மையும் தீமையும் நாடி நலம்புரிந்த
தன்மையான் ஆளப் படும் ⁠511",29
"தேரான் தெளிவும் தெளிந்தான்கண் ஐயுறவும்
தீரா இடும்பை தரும் ⁠510",28
"தேறற்க யாரையும் தேராது தேர்ந்தபின்
தேறுக தேறும் பொருள் ⁠509",26
"தேரான் பிறனைத் தெளிந்தான் வழிமுறை
தீரா இடும்பை தரும் ⁠508",25
"காதன்மை கந்தா அறிவறியார்த் தேறுதல்
பேதைமை எல்லாந் தரும் ⁠507",28
"அற்றாரைத் தேறுதல் ஓம்புக மற்றவர்
பற்றிலர் நாணார் பழி ⁠506",28
"பெருமைக்கும் ஏனைச் சிறுமைக்கும் தத்தம்
கருமமே கட்டளைக் கல் ⁠505",30
"குணம்நாடிக் குற்றமும் நாடி அவற்றுள்
மிகைநாடி மிக்க கொளல் ⁠504",28
"அரியகற்று ஆசற்றார் கண்ணும் தெரியுங்கால்
இன்மை அரிதே வெளிறு ⁠503",30
"குடிப்பிறந்து குற்றத்தின் நீங்கி வடுப்பரியும்
நாணுடையான் சுட்டே தெளிவு ⁠502",34
"அறம்பொருள் இன்பம் உயிரச்சம் நான்கின்
திறந்தெரிந்து தேறப் படும் ⁠501",33
"காலாழ் களரில் நரியடும் கண்ணஞ்சா
வேலாள் முகத்த களிறு ⁠500",27
"சிறைநலனும் சீரும் இலரெனினும் மாந்தர்
உறைநிலத்தோடு ஒட்டல் அரிது ⁠499",33
"சிறுபடையான் செல்லிடம் சேரின் உறுபடையான்
ஊக்கம் அழிந்து விடும் ⁠498",31
"அஞ்சாமை அல்லால் துணைவேண்டா எஞ்சாமை
எண்ணி இடத்தால் செயின் ⁠497",28
"கடலோடா கால்வல் நெடுந்தேர் கடலோடும்
நாவாயும் ஓடா நிலத்து ⁠496",28
"நெடும்புனலுள் வெல்லும் முதலை அடும்புனலின்
நீங்கின் அதனைப் பிற ⁠495",31
"எண்ணியார் எண்ணம் இழப்பர் இடனறிந்து
துன்னியார் துன்னிச் செயின் ⁠494",32
"ஆற்றாரும் ஆற்றி அடுப இடனறிந்து
போற்றார்கண் போற்றிச் செயின் ⁠493",30
"முரண்சேர்ந்த மொய்ம்பி னவர்க்கும் அரண்சேர்ந்தாம்
ஆக்கம் பலவுந் தரும் ⁠492",36
"தொடங்கற்க எவ்வினையும் எள்ளற்க முற்றும்
இடங்கண்ட பின்அல் லது ⁠491",33
"கொக்கொக்க கூம்பும் பருவத்து மற்றதன்
குத்தொக்க சீர்த்த இடத்து ⁠490",32
"எய்தற் கரியது இயைந்தக்கால் அந்நிலையே
செய்தற் கரிய செயல் ⁠489",30
"செறுநரைக் காணின் சுமக்க இறுவரை
காணின் கிழக்காம் தலை ⁠488",26
"பொள்ளென ஆங்கே புறம்வேரார் காலம்பார்த்து
உள்வேர்ப்பர் ஒள்ளி யவர் ⁠487",33
"ஊக்க முடையான் ஒடுக்கம் பொருதகர்
தாக்கற்குப் பேருந் தகைத்து ⁠486",30
"காலம் கருதி இருப்பர் கலங்காது
ஞாலம் கருது பவர் ⁠485",25
"ஞாலம் கருதினுங் கைகூடுங் காலம்
கருதி இடத்தாற் செயின் ⁠484",26
"அருவினை யென்ப உளவோ கருவியான்
காலம் அறிந்து செயின் ⁠483",25
"பருவத்தோடு ஒட்ட ஒழுகல் திருவினைத்
தீராமை ஆர்க்குங் கயிறு ⁠482",29
"பகல்வெல்லும் கூகையைக் காக்கை இகல்வெல்லும்
வேந்தர்க்கு வேண்டும் பொழுது ⁠481",34
"உளவரை தூக்காத ஒப்புர வாண்மை
வளவரை வல்லைக் கெடும் ⁠480",26
"அளவறிந்து வாழாதான் வாழ்க்கை உளபோல
இல்லாகித் தோன்றாக் கெடும் ⁠479",30
"ஆகாறு அளவிட்டி தாயினுங் கேடில்லை
போகாறு அகலாக் கடை ⁠478",25
"ஆற்றின் அறவறிந்து ஈக அதுபொருள்
போற்றி வழங்கு நெறி ⁠477",26
"நுனிக்கொம்பர் ஏறினார் அஃதிறந் தூக்கின்
உயிர்க்கிறுதி ஆகி விடும் ⁠476",32
"பீலிபெய் சாகாடும் அச்சிறும் அப்பண்டஞ்
சால மிகுத்துப் பெயின் ⁠475",29
"அமைந்தாங் கொழுகான் அளவறியான் தன்னை
வியந்தான் விரைந்து கெடும் ⁠474",30
"உடைத்தம் வலியறியார் ஊக்கத்தின் ஊக்கி
இடைக்கண் முரிந்தார் பலர் ⁠473",33
"ஒல்வ தறிவது அறிந்ததன் கண்தங்கிச்
செல்வார்க்குச் செல்லாதது இல் ⁠472",33
"வினைவலியும் தன்வலியும் மாற்றான் வலியும்
துணைவலியும் தூக்கிச் செயல் ⁠471",33
"எள்ளாத எண்ணிச் செயல்வேண்டும் தம்மோடு
கொள்ளாத கொள்ளாது உலகு ⁠470",30
"நன்றாற்ற லுள்ளுந் தவுறுண்டு அவரவர்
பண்பறிந் தாற்றாக் கடை ⁠469",30
"ஆற்றின் வருந்தா வருத்தம் பலர்நின்று
போற்றினும் பொத்துப் படும் ⁠468",31
"எண்ணித் துணிக கருமம் துணிந்தபின்
எண்ணுவம் என்பது இழுக்கு ⁠467",30
"செய்தக்க அல்ல செயக்கெடும் செய்தக்க
செய்யாமை யானுங் கெடும் ⁠466",29
"வகையறச் சூழா தெழுதல் பகைவரைப்
பாத்திப் படுப்பதோ ராறு ⁠465",27
"தெளிவி லதனைத் தொடங்கார் இளிவென்னும்
ஏதப்பாடு அஞ்சு பவர் ⁠464",29
"ஆக்கம் கருதி முதலிழக்கும் செய்வினை
ஊக்கார் அறிவுடை யார் ⁠463",28
"தெரிந்த இனத்தொடு தேர்ந்தெண்ணிச் செய்வார்க்கு
அரும்பொருள் யாதொன்றும் இல் ⁠462",35
"அழிவதூஉம் ஆவதூஉம் ஆகி வழிபயக்கும்
ஊதியமும் சூழ்ந்து செயல் ⁠461",32
"நல்லினத்தி னூங்குந் துணையில்லை தீயினத்தின்
அல்லற் படுப்பதூஉம் இல் ⁠460",34
"மனநலத்தின் ஆகும் மறுமைமற் றஃதும்
இனநலத்தின் ஏமாப் புடைத்து ⁠459",33
"மனநலம் நன்குடைய ராயினும் சான்றோர்க்கு
இனநலம் ஏமாப் புடைத்து ⁠458",32
"மனநலம் மன்னுயிர்க் காக்கம் இனநலம்
எல்லாப் புகழும் தரும் ⁠457",31
"மனந்தூயார்க் கெச்சம்நன் றாகும் இனந்தூயார்க்கு
இல்லைநன் றாகா வினை ⁠456",33
"மனந்தூய்மை செய்வினை தூய்மை இரண்டும்
இனந்தூய்மை தூவா வரும் ⁠455",29
"மனத்து ளதுபோலக் காட்டி ஒருவற்கு
இனத்துள தாகும் அறிவு ⁠454",28
"மனத்தானாம் மாந்தர்க் குணர்ச்சி இனத்தானாம்
இன்னான் எனப்படுஞ் சொல் ⁠453",34
"நிலத்தியல்பால் நீர்திரிந் தற்றாகும் மாந்தர்க்கு
இனத்தியல்ப தாகும் அறிவு ⁠452",37
"சிற்றினம் அஞ்சும் பெருமை சிறுமைதான்
சுற்றமாச் சூழ்ந்து விடும் ⁠451",29
"பல்லார் பகைகொளவிற் பத்தடுத்த தீமைத்தே
நல்லார் தொடர்கை விடல் ⁠450",31
"முதலிலார்க ஊதிய மில்லை மதலையாஞ்
சார்பிலார்க் கில்லை நிலை ⁠449",28
"இடிப்பாரை இல்லாத ஏமரா மன்னன்
கெடுப்பா ரிலானுங் கெடும் ⁠448",27
"இடிக்குந் துணையாரை யாள்வரை யாரே
கெடுக்குந் தகைமை யவர் ⁠447",26
"தக்கா ரினத்தனாய்த் தானொழுக வல்லானைச்
செற்றார் செயக்கிடந்த தில் ⁠446",32
"சூழ்வார்கண் ணாக ஒழுகலான் மன்னவன்
சூழ்வாரைக் சூழ்ந்து கொளல் ⁠445",30
"தம்மிற் பெரியார் தமரா ஒழுகுதல்
வன்மையு ளெல்லாந் தலை ⁠444",26
"அரியவற்று ளெல்லாம் அரிதே பெரியாரைப்
பேணித் தமராக் கொளல் ⁠443",28
"உற்றநோய் நீக்கி உறாஅமை முற்காக்கும்
பெற்றியார்ப் பேணிக் கொளல் ⁠442",30
"அறனறிந்து மூத்த அறிவுடையார் கேண்மை
திறனறிந்து தேர்ந்து கொளல் ⁠441",31
"காதல காதல் அறியாமை உய்க்கிற்பின்
ஏதில ஏதிலார் நூல் ⁠440",26
"வியவற்க எஞ்ஞான்றும் தன்னை நயவற்க
நன்றி பயவா வினை ⁠439",27
"பற்றுள்ளம் என்னும் இவறன்மை எற்றுள்ளும்
எண்ணப் படுவதொன் றன்று ⁠438",33
"செயற்பால செய்யா திவறியான் செல்வம்
உயற்பால தன்றிக் கெடும் ⁠437",29
"தன்குற்றம் நீக்கிப் பிறர்குற்றங் காண்கிற்பின்
என்குற்ற மாகும் இறைக்கு ⁠436",35
"வருமுன்னர்க் காவாதான் வாழ்க்கை எரிமுன்னர்
வைத்தூறு போலக் கெடும் ⁠435",31
"குற்றமே காக்க பொருளாகக் குற்றமே
அற்றந் த்ரூஉம் பகை ⁠434",26
"தினைத்துணையாங் குற்றம் வரினும் பனைத்துணையாக்
கொள்வர் பழிநாணு வார் ⁠433",32
"இவறலும் மாண்பிறந்த மானமும் மாணா
உவகையும் ஏதம் இறைக்கு ⁠432",29
"செருக்குஞ் சினமும் சிறுமையும் இல்லார்
பெருக்கம் பெருமித நீர்த்து ⁠431",31
"அறிவுடையார் எல்லா முடையார் அறிவிலார்
என்னுடைய ரேனும் இலர் ⁠430",29
"எதிரதாக் காக்கும் அறிவினார்க் கில்லை
அதிர வருவதோர் நோய் ⁠429",28
"அஞ்சுவ தஞ்சாமை பேதைமை அஞ்சுவது
அஞ்சல் அறிவார் தொழில் ⁠428",27
"அறிவுடையார் ஆவ தறிவார் அறிவிலார்
அஃதறி கல்லா தவர் ⁠427",27
"எவ்வ துறைவது உலகம் உலகத்தோடு
அவ்வ துறைவ தறிவு ⁠426",26
"உலகம் தழீஇய தொட்பம் மலர்தலும்
கூம்பலும் இல்ல தறிவு ⁠425",29
"எண்பொருள வாகச் செலச்சொல்லித் தான்பிறர்வாய்
நுண்பொருள் காண்ப தறிவு ⁠424",33
"எப்பொருள் யார்யார்வாய்க் கேட்பினும் அப்பொருள்
மெய்ப்பொருள் காண்ப தறிவு ⁠423",34
"சென்ற இடத்தால் செலவிடா தீதொரீஇ
நன்றின்பால் உய்ப்ப தறிவு ⁠422",29
"அறிவற்றங் காக்குங் கருவி செறுவார்க்கும்
உள்ளழிக்க லாகா அரண் ⁠421",31
"செவியிற் சுவையுணரா வாயுணர்வின் மாக்கள்
அவியினும் வாழினும் என் ⁠420",30
"நுணங்கிய கேள்விய ரல்லார் வணங்கிய
வாயின ராதல் அரிது ⁠419",27
"கேட்பினுங் கேளாத் தகையவே கேள்வியால்
தோட்கப் படாத செவி ⁠418",26
"பிழைத்துணர்ந்தும் பேதைமை சொல்லா ரிழைத்துணர்ந்
தீண்டிய கேள்வி யவர் ⁠417",32
"எனைத்தானும் நல்லவை கேட்க அனைத்தானும்
ஆன்ற பெருமை தரும் ⁠416",28
"இழுக்கல் உடையுழி ஊற்றுக்கோல் அற்றே
ஒழுக்க முடையார்வாய்ச் சொல் ⁠415",31
"கற்றில னாயினுங் கேட்க அஃதொருவற்கு
ஒற்கத்தின் ஊற்றாந் துணை ⁠414",30
"செவியுணவிற் கேள்வி யுடையார் அவியுணவின்
ஆன்றாரோ டொப்பர் நிலத்து ⁠413",31
"செவுக்குண வில்லாத போழ்து சிறிது
வயிற்றுக்கும் ஈயப் படும் ⁠412",28
"செல்வத்துட் செல்வஞ் செவிச்செல்வம் அச்செல்வம்
செல்வத்து ளெல்லாந் தலை ⁠411",34
"விலங்கொடு மக்கள் அனையர் இலங்குநூல்
கற்றாரோடு ஏனை யவர் ⁠410",29
"மேற்பிறந்தா ராயினும் கல்லாதார் கீழ்ப்பிறந்தும்
கற்றார் அனைத்திலர் பாடு ⁠409",35
"நல்லார்கண் பட்ட வறுமையின் இன்னாதே
கல்லார்கண் பட்ட திரு ⁠408",29
"நுண்மாண் நுழைபுலம் இல்லான் எழில்நலம்
மண்மாண் புனைபாவை யற்று ⁠407",30
"உளரென்னும் மாத்திரையர் அல்லால் பயவாக்
களரனையர் கல்லா தவர் ⁠406",32
"கல்லா ஒருவன் தகைமை தலைப்பெய்து
சொல்லாடச் சோர்வு படும் ⁠405",27
"கல்லாதான் ஒட்பம் கழியநன் றாயினும்
கொள்ளார் அறிவுடை யார் ⁠404",28
"கல்லா தவரும் நனிநல்லர் கற்றார்முன்
சொல்லா திருக்கப் பெறின் ⁠403",30
"கல்லாதான் சொற்கா முறுதல் முலையிரண்டும்
இல்லாதாள் பெண்காமுற் றற்று ⁠402",32
"அரங்கின்றி வட்டாடி யற்றே நிரம்பிய
நூலின்றிக் கோட்டி கொளல் ⁠401",29
"கேடில் விழுச்செல்வம் கல்வி யொருவற்கு
மாடல்ல மற்றை யவை ⁠400",27
"தாமின் புறுவது உலகின் புறக்கண்டு
காமுறுவர் கற்றறிந் தார் ⁠399",29
"ஒருமைக்கண் தான்கற்ற கல்வி ஒருவற்கு
எழுமையும் ஏமாப் புடைத்து ⁠398",31
"யாதானும் நாடாமால் ஊராமால் என்னொருவன்
சாந்துணையுங் கல்லாத வாறு ⁠397",30
"தொட்டனைத் தூறும் மணற்கேணி மாந்தர்க்குக்
கற்றனைத் தூறும் அறிவு ⁠396",31
"உடையார்முன் இல்லார்போல் ஏக்கற்றுங் கற்றார்
கடையரே கல்லா தவர் ⁠395",32
"உவப்பத் தலைக்கூடி உள்ளப் பிரிதல்
அனைத்தே புலவர் தொழில் ⁠394",29
"கண்ணுடையர் என்பவர் கற்றோர் முகத்திரண்டு
புண்ணுடையர் கல்லா தவர் ⁠393",34
"எண்ணென்ப ஏனை எழுத்தென்ப இவ்விரண்டும்
கண்ணென்ப வாழும் உயிர்க்கு ⁠392",33
"கற்க கசடறக் கற்பவை கற்றபின்
நிற்க அதற்குத் தக ⁠391",27
"கொடையளி செங்கோல் குடியோம்பல் நான்கும்
உடையானாம் வேந்தர்க் கொளி ⁠390",30
"செவிகைப்பச் சொற்பொறுக்கும் பண்புடை வேந்தன்
கவிகைக்கீழ்த் தங்கும் உலகு ⁠389",35
"முறைசெய்து காப்பாற்றும் மன்னவன் மக்கட்கு
இறையென்று வைக்கப் படும் ⁠388",33
"இன்சொலால் ஈத்தளிக்க வல்லார்க்குத் தன்சொலால்
தான்கண் டனைத்திவ் வுலகு ⁠387",35
"காட்சிக் கெளியன் கடுஞ்சொல்லன் அல்லனேல்
மீக்கூறும் மன்னன் நிலம் ⁠386",32
"இயற்றலும் ஈட்டலுங் காத்தலும் காத்த
வகுத்தலும் வல்ல தரசு ⁠385",31
"அறனிழுக்கா தல்லவை நீக்கி மறனிழுக்கா
மானம் உடைய தரசு ⁠384",28
"தூங்காமை கல்வி துணிவுடைமை இம்மூன்றும்
நீங்கா நிலனாள் பவர்க்கு ⁠383",30
"அஞ்சாமை ஈகை அறிவூக்கம் இந்நான்கும்
எஞ்சாமை வேந்தர்க் கியல்பு ⁠382",31
"படைகுடி கூழ்அமைச்சு நட்பரண் ஆறும்
உடையான் அரசருள் ஏறு ⁠381",29
"ஊழிற் பெருவலி யாவுள மற்றொன்று
சூழினுந் தான்முந் துறும் ⁠380",26
"நன்றாங்கால் நல்லவாக் காண்பவர் அன்றாங்கால்
அல்லற் படுவ தெவன் ⁠379",32
"துறப்பார்மன் துப்புர வில்லார் உறற்பால
ஊட்டா கழியு மெனின் ⁠378",29
"வகுத்தான் வகுத்த வகையல்லால் கோடி
தொகுத்தார்க்கு துய்த்தல் அரிது ⁠377",32
"பரியினும் ஆகாவாம் பாலல்ல உய்த்துச்
சொரியினும் போகா தம ⁠376",27
"நல்லவை எல்லாஅந் தீயவாம் தீயவும்
நல்லவாம் செல்வம் செயற்கு ⁠375",30
"இருவேறு உலகத்து இயற்கை திருவேறு
தெள்ளிய ராதலும் வேறு ⁠374",27
"நுண்ணிய நூல்பல கற்பினும் மற்றுந்தன்
உண்மை யறிவே மிகும் ⁠373",28
"பேதைப் படுக்கும் இழவூழ் அறிவகற்றும்
ஆகலூழ் உற்றக் கடை ⁠372",29
"ஆகூழால் தோன்றும் அசைவின்மை கைப்பொருள்
போகூழால் தோன்றும் மடி ⁠371",28
"ஆரா இயற்கை அவாநீப்பின் அந்நிலையே
பேரா இயற்கை தரும் ⁠370",26
"இன்பம் இடையறா தீண்டும் அவாவென்னும்
துன்பத்துள் துன்பங் கெடின் ⁠369",31
"அவாஇல்லார்க் கில்லாகுந் துன்பம் அஃதுண்டேல்
தவாஅது மேன்மேல் வரும் ⁠368",33
"அவாவினை ஆற்ற அறுப்பின் தவாவினை
தான்வேண்டு மாற்றான் வரும் ⁠367",28
"அஞ்சுவ தோரும் அறனே ஒருவனை
வஞ்சிப்ப தோரும் அவா ⁠366",24
"அற்றவர் என்பார் அவாஅற்றார் மற்றையார்
அற்றாக அற்றது இலர் ⁠365",31
"தூஉய்மை என்பது அவாவின்மை மற்றது
வாஅய்மை வேண்ட வரும் ⁠364",27
"வேண்டாமை அன்ன விழுச்செல்வம் ஈண்டில்லை
ஆண்டும் அஃதொப்பது இல் ⁠363",31
"வேண்டுங்கால் வேண்டும் பிறவாமை மற்றது
வேண்டாமை வேண்ட வரும் ⁠362",28
"அவாஎன்ப எல்லா உயிர்க்கும் எஞ்ஞான்றும்
தவாஅப் பிறப்பீனும் வித்து ⁠361",33
"காமம் வெகுளி மயக்கம் இவைமூன்றன்
நாமம் கெடக்கெடும் நோய் ⁠360",28
"சார்புணர்ந்து சார்பு கெடஒழுகின் மற்றழித்துச்
சார்தரா சார்தரு நோய் ⁠359",33
"பிறப்பென்னும் பேதைமை நீங்கச் சிறப்பென்னும்
செம்பொருள் காண்பது அறிவு ⁠358",33
"ஓர்த்துள்ளம் உள்ளது உணரின் ஒருதலையாப்
பேர்த்துள்ள வேண்டா பிறப்பு ⁠357",34
